list_key,human_code,mean_boot_ss,ci_low_boot_ss,ci_high_boot_ss,freq_ss,salient_ss
list.cause,31,0.0520139052249144,0.01282051282051282,0.10256410256410256,0.2894102564102564,TRUE
list.cause,10,0.05077184720041863,0.01282051282051282,0.10256410256410256,0.22938461538461538,TRUE
list.cause,18,0.05216892297258523,0.01282051282051282,0.10256410256410256,0.22914102564102565,TRUE
list.cause,14,0.05197399342002193,0.01282051282051282,0.10256410256410256,0.1808076923076923,TRUE
list.cause,17,0.05099336010287904,0.01282051282051282,0.10256410256410256,0.1565,TRUE
list.cause,1,0.05138617727450215,0.01282051282051282,0.11538461538461539,0.1321282051282051,TRUE
list.cause,9,0.05163240942593169,0.01282051282051282,0.10256410256410256,0.121,TRUE
list.cause,15,0.05062794348508634,0.01282051282051282,0.10256410256410256,0.1205,TRUE
list.cause,8,0.051425079315545845,0.01282051282051282,0.10256410256410256,0.09639743589743589,FALSE
list.cause,34,0.051150693568726355,0.01282051282051282,0.10256410256410256,0.08453846153846153,FALSE
list.cause,4,0.05033093600166771,0.01282051282051282,0.10256410256410256,0.08423076923076923,FALSE
list.cause,13,0.051007326007326007,0.01282051282051282,0.10256410256410256,0.08416666666666667,FALSE
list.cause,22,0.048793902726486996,0.01282051282051282,0.10256410256410256,0.07221794871794872,FALSE
list.cause,26,0.05153137548224549,0.01282051282051282,0.10256410256410256,0.0721923076923077,FALSE
list.cause,7,0.050755541515295106,0.01282051282051282,0.10256410256410256,0.060217948717948715,FALSE
list.cause,20,0.050876917849394916,0.01282051282051282,0.10256410256410256,0.0601025641025641,FALSE
list.cause,12,0.05145211930926217,0.01282051282051282,0.10256410256410256,0.04807692307692307,FALSE
list.cause,39,0.050575614861329145,0.01282051282051282,0.08974358974358974,0.03643589743589744,FALSE
list.cause,47,0.05239176980521176,0.01282051282051282,0.10256410256410256,0.03635897435897436,FALSE
list.cause,0,0.04997782820773665,0.01282051282051282,0.10256410256410256,0.03628205128205128,FALSE
list.cause,30,0.05054165692463565,0.01282051282051282,0.10256410256410256,0.03617948717948718,FALSE
list.cause,27,0.05232755691471288,0.01282051282051282,0.10256410256410256,0.03616436949770283,FALSE
list.cause,2,0.05068027210884354,0.01282051282051282,0.10256410256410256,0.03614102564102564,FALSE
list.cause,48,0.05116479049405879,0.01282051282051282,0.10256410256410256,0.03585897435897436,FALSE
list.cause,56,0.0512426439680538,0.01282051282051282,0.10256410256410256,0.024212233549582945,FALSE
list.cause,19,0.05166220963766976,0.01282051282051282,0.10256410256410256,0.024176558244694515,FALSE
list.cause,49,0.050602472620821244,0.01282051282051282,0.10256410256410256,0.02409793483013142,FALSE
list.cause,50,0.0507423787711262,0.01282051282051282,0.10256410256410256,0.02409793483013142,FALSE
list.cause,53,0.05019289819699236,0.01282051282051282,0.10256410256410256,0.024085075740040634,FALSE
list.cause,45,0.04988083077970718,0.01282051282051282,0.10256410256410256,0.02404489753887344,FALSE
list.cause,21,0.05033478667081906,0.01282051282051282,0.10256410256410256,0.024004638577502898,FALSE
list.cause,29,0.051895036126979155,0.01282051282051282,0.10256410256410256,0.02399671137146087,FALSE
list.cause,55,0.05259026687598116,0.01282051282051282,0.10256410256410256,0.023932480345305995,FALSE
list.cause,5,0.05053763440860215,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,11,0.04890942390942391,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,16,0.050564535781008856,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,23,0.051518952062430325,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,24,0.051323994072085675,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,25,0.05079000601388661,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,28,0.05038017538017538,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,32,0.05012415948215731,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,33,0.049938416750643824,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,35,0.05038017538017538,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,36,0.05143584151217739,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,37,0.05063343545582512,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,38,0.05124087190468347,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,40,0.05118460981653164,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,41,0.05096395873094902,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,42,0.05180987304497597,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,43,0.05125374992924662,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,44,0.05046311984637976,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,46,0.050061050061050064,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,51,0.0507596295041229,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,52,0.05239809157110572,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,54,0.05115608554473183,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
list.cause,57,0.049560714974248805,0.01282051282051282,0.10256410256410256,0.01282051282051282,FALSE
