list_key,human_code,mean_boot,ci_low_boot,ci_high_boot,freq,salient
list.cause,31,0.05051914976981095,0.012048192771084338,0.0963855421686747,0.2891566265060241,TRUE
list.cause,10,0.049099756094571574,0.012048192771084338,0.0963855421686747,0.2289156626506024,TRUE
list.cause,18,0.04990514204055486,0.012048192771084338,0.0963855421686747,0.2289156626506024,TRUE
list.cause,14,0.050433441081398765,0.012048192771084338,0.0963855421686747,0.18072289156626506,TRUE
list.cause,17,0.04933495449688663,0.012048192771084338,0.0963855421686747,0.1566265060240964,TRUE
list.cause,1,0.0496137776914108,0.012048192771084338,0.0963855421686747,0.13253012048192772,TRUE
list.cause,15,0.0484746718307615,0.012048192771084338,0.0963855421686747,0.12048192771084337,TRUE
list.cause,9,0.04933379137732191,0.012048192771084338,0.0963855421686747,0.12048192771084337,TRUE
list.cause,8,0.04813173667313631,0.012048192771084338,0.0963855421686747,0.0963855421686747,TRUE
list.cause,13,0.04904106220801573,0.012048192771084338,0.0963855421686747,0.08433734939759036,FALSE
list.cause,4,0.0488532811448841,0.012048192771084338,0.0963855421686747,0.08433734939759036,FALSE
list.cause,34,0.048497943140342524,0.012048192771084338,0.0963855421686747,0.08433734939759036,FALSE
list.cause,22,0.05004351076738286,0.012048192771084338,0.0963855421686747,0.07228915662650602,FALSE
list.cause,26,0.0495492718057491,0.012048192771084338,0.0963855421686747,0.07228915662650602,FALSE
list.cause,7,0.04862131452639828,0.012048192771084338,0.0963855421686747,0.060240963855421686,FALSE
list.cause,20,0.04861162441175746,0.012048192771084338,0.0963855421686747,0.060240963855421686,FALSE
list.cause,12,0.04940616994938043,0.012048192771084338,0.0963855421686747,0.04819277108433735,FALSE
list.cause,0,0.04869376084459542,0.012048192771084338,0.0963855421686747,0.03614457831325301,FALSE
list.cause,2,0.04972640051039187,0.012048192771084338,0.0963855421686747,0.03614457831325301,FALSE
list.cause,27,0.05011755820044587,0.012048192771084338,0.09999999999999945,0.03614457831325301,FALSE
list.cause,30,0.04882946419825644,0.012048192771084338,0.0963855421686747,0.03614457831325301,FALSE
list.cause,39,0.04833910540949222,0.012048192771084338,0.0963855421686747,0.03614457831325301,FALSE
list.cause,47,0.04747619510299261,0.012048192771084338,0.0963855421686747,0.03614457831325301,FALSE
list.cause,48,0.04960514842243592,0.012048192771084338,0.0963855421686747,0.03614457831325301,FALSE
list.cause,19,0.05035432248873169,0.012048192771084338,0.0963855421686747,0.024096385542168676,FALSE
list.cause,21,0.049852907069005505,0.012048192771084338,0.10843373493975904,0.024096385542168676,FALSE
list.cause,29,0.04933379137732191,0.012048192771084338,0.0963855421686747,0.024096385542168676,FALSE
list.cause,45,0.04935755105012194,0.012048192771084338,0.0963855421686747,0.024096385542168676,FALSE
list.cause,49,0.049045524869955046,0.012048192771084338,0.0963855421686747,0.024096385542168676,FALSE
list.cause,50,0.05007453750091644,0.012048192771084338,0.0963855421686747,0.024096385542168676,FALSE
list.cause,53,0.04933031618861232,0.012048192771084338,0.0963855421686747,0.024096385542168676,FALSE
list.cause,55,0.04951647893711162,0.012048192771084338,0.0963855421686747,0.024096385542168676,FALSE
list.cause,56,0.04911671224776406,0.012048192771084338,0.0963855421686747,0.024096385542168676,FALSE
list.cause,16,0.049364631779397226,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,23,0.04872033960690011,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,24,0.04924150041461392,0.012048192771084338,0.10843373493975904,0.012048192771084338,FALSE
list.cause,25,0.050870147255689425,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,28,0.05066859503119293,0.012048192771084338,0.10843373493975904,0.012048192771084338,FALSE
list.cause,32,0.049075242986186866,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,33,0.048497634261743326,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,35,0.04933728786443014,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,11,0.04772702202502788,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,36,0.049968165344304045,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,37,0.04933031618861232,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,38,0.049678999110699625,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,40,0.049796747967479675,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,42,0.050070728257158185,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,41,0.04973083824660343,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,43,0.04977065622897682,0.012048192771084338,0.0963855421686747,0.012048192771084338,FALSE
list.cause,46,0.048830111902339775,0.012048192771084338,0.10180722891566182,0.012048192771084338,FALSE
